bonica.rid,bonica.cid,name,lname,ffname,gender,icpsr,id_fec
cand104009,NA,"dugger, ronald edward",dugger,ronald edward,M,S0NY00378,S0NY00378
cand104012,3086021861,"noren, scott andrew",noren,scott andrew,M,S0NY00402,S0NY00402
cand104015,NA,"credico, randolph a",credico,randolph a,M,S0NY00444,S0NY00444
cand104016,3820453411,"katz, stephen m steve",katz,stephen m steve,M,S0NY00451,S0NY00451
cand104018,33715803026,"banks, james e",banks,james e,M,21702,H6IN03229
cand104019,500003e10,"brown, liz",brown,liz,F,H6IN03237,H6IN03237
cand104020,4650059554,"malpass, david robert",malpass,david robert,M,S0NY00493,S0NY00493
cand104026,2452755284,"townsend, jay",townsend,jay,M,S0NY00550,S0NY00550
cand104028,NA,"berntsen, gary",berntsen,gary,M,S0NY00576,S0NY00576
cand104030,5e15,"goode, gail",goode,gail,F,S0NY00592,S0NY00592
cand104031,110706602,"maragos, george",maragos,george,M,S0NY00600,S0NY00600
cand104033,NA,"clark, colia l",clark,colia l,U,S0NY00626,S0NY00626
cand104040,NA,"mcmickle, marvin a",mcmickle,marvin a,M,S0OH00067,S0OH00067
cand104041,NA,"mcalister, john r",mcalister,john r,M,S0OH00075,S0OH00075
cand104042,NA,"celeste, theodore s",celeste,theodore s,M,S0OH00083,S0OH00083
cand104044,2750905935,"eastman, john allen",eastman,john allen,M,S0OH00117,S0OH00117
cand104047,500001e10,"brunner, jennifer l",brunner,jennifer l,F,S0OH00141,S0OH00141
cand104048,3935861338,"fisher, lee irwin",fisher,lee irwin,U,S0OH00158,S0OH00158
cand104051,NA,"ganley, thomas d",ganley,thomas d,M,S0OH00182,S0OH00182
cand104052,NA,"deaton, eric william",deaton,eric william,M,S0OH00190,S0OH00190
cand104054,2291636455,"swartz, jeremy d",swartz,jeremy d,M,S0OH00216,H0OH09118
cand104057,NA,"brown, warren p",brown,warren p,M,S0OH00240,S0OH00240
cand104058,NA,"labotz, daniel h",labotz,daniel h,M,S0OH00257,S0OH00257
cand104059,4315646917,"pryce, michael l",pryce,michael l,M,S0OH00265,S0OH00265
cand104078,NA,"jawando, will",jawando,will,M,H6MD08465,H6MD08465
cand104086,NA,"walters, david lee",walters,david lee,M,S0OK00289,S0OK00289
cand104088,2985011440,"myles, mark",myles,mark,M,S0OK00305,S0OK00305
cand104091,3781587713,"kulongoski, ted",kulongoski,ted,M,S0OR00022,OR6731
cand1041,26973517952,"schock, aaron jon",schock,aaron jon,M,20914,H8IL18043
cand104108,NA,"delphine, marc",delphine,marc,M,S0OR00196,S0OR00196
cand104110,NA,"stutzman, thomas wayne",stutzman,thomas wayne,M,S0OR00212,S0OR00212
cand104111,4657058537,"huffman, james lloyd ii",huffman,james lloyd,M,S0OR00220,S0OR00220
cand104112,2418721236,"carpenter, samuel s",carpenter,samuel s,M,S0OR00238,S0OR00238
cand104121,NA,"sol gutierrez, ana",sol gutierrez,ana,F,H6MD08473,H6MD08473
cand104124,500001e10,"matthews, kathleen",matthews,kathleen,F,H6MD08481,H6MD08481
cand104128,3820438862,"sanborn, alan",sanborn,alan,M,H6MI10201,H6MI10201
cand104146,4123336448,"otto, bill",otto,bill,M,H6MO02301,H6MO02301
cand104149,NA,"featherman, john j",featherman,john j,M,S0PA00368,S0PA00368
cand104151,NA,"luksik, peg",luksik,peg,F,S0PA00384,S0PA00384
cand104155,NA,"yilit, michael stephen",yilit,michael stephen,M,S0PA00426,S0PA00426
cand104161,5754422099,"scaringi, marc anthony",scaringi,marc anthony,M,S0PA00491,S0PA00491
cand104174,4018273921,"mcgowan, chad alan",mcgowan,chad alan,M,S0SC00164,S0SC00164
cand104175,NA,"ruckes, michael d",ruckes,michael d,M,S0SC00172,S0SC00172
cand104176,4012258135,"rawl, alfred victor",rawl,alfred victor,M,S0SC00180,S0SC00180
cand104179,NA,"clements, tom",clements,tom,M,S0SC00214,S0SC00214
cand104180,NA,"dupree, nathalie",dupree,nathalie,F,S0SC00222,S0SC00222
cand104189,3820452090,"wood, shannon dee",wood,shannon dee,U,S0TN00052,S0TN00052
cand104190,500003e10,"taylor shelby, mary",taylor shelby,mary,F,S0TN00060,S0TN00060
cand104191,NA,"clark, william jeffery",clark,william jeffery,M,S0TN00078,S0TN00078
cand1042,3822464203,"jenkins, lynn",jenkins,lynn,F,20915,H8KS02090
cand104200,NA,"gandy, charles rex",gandy,charles rex,M,S0TX00050,S0TX00050
cand104208,5e15,"shapiro, florence lynn",shapiro,florence lynn,F,S0TX00134,S0TX00134
cand104209,29325977283,"williams, michael lawrence",williams,michael lawrence,M,S0TX00142,S0TX00142
cand104211,29055805723,"sharp, john",sharp,john,M,S0TX00167,S0TX00167
cand104216,500003e10,"pittenger, lela mae",pittenger,lela mae,F,S0TX00217,S0TX00217
cand104222,NA,"howell, scott n",howell,scott n,M,S0UT00066,S0UT00066
cand104227,2698861472,"williams, james russell iii",williams,james russell,M,S0UT00116,S0UT00116
cand104228,5412672201,"shurtleff, mark",shurtleff,mark,M,S0UT00124,S0UT00124
cand104229,5e15,"eagar, cherilyn b",eagar,cherilyn b,F,S0UT00132,S0UT00132
cand104230,NA,"granato, samuel frank",granato,samuel frank,M,S0UT00140,S0UT00140
cand104231,NA,"bridgewater, tim",bridgewater,tim,M,S0UT00157,S0UT00157
cand104232,4179411770,"stout, christopher paul",stout,christopher paul,M,S0UT00173,S0UT00173
cand104234,5e15,"lee, susie",lee,susie,F,21938,H6NV04020
cand104239,NA,"spannaus, nancy bradeen",spannaus,nancy bradeen,F,S0VA00013,S0VA00013
cand104243,500003e10,"radtke, jamie l",radtke,jamie l,U,S0VA00054,S0VA00054
cand104253,35573915204,"freilich, daniel",freilich,daniel,M,S0VT00106,S0VT00106
cand104254,2534796466,"britton, leonard wheeler",britton,leonard wheeler,M,S0VT00114,S0VT00114
cand104276,NA,"salazar, sean corey",salazar,sean corey,M,S0WA00209,S0WA00209
cand104279,4303562611,"williams, craig lewis",williams,craig lewis,M,S0WA00233,S0WA00233
cand104280,4073297700,"calone, david l",calone,david l,M,H6NY01118,H6NY01118
cand104281,NA,"coday, arthur jr",coday,arthur,M,S0WA00258,S0WA00258
cand104282,NA,"widener, chris",widener,chris,U,S0WA00266,S0WA00266
cand104284,NA,"benton, don",benton,don,M,S0WA00282,S0WA00282
cand104286,4164381928,"akers, paul",akers,paul,M,S0WA00308,S0WA00308
cand104287,2365676949,"curtis, richard",curtis,richard,M,S0WA00316,S0WA00316
cand104291,29155853539,"rossi, dino",rossi,dino,M,S0WA00357,S0WA00357
cand1043,2291653926,"guthrie, steven brett",guthrie,steven brett,M,20916,H8KY02031
cand104304,NA,"gillespie, john",gillespie,john,M,S0WI00106,S0WI00106
cand104305,NA,"peterson, tim",peterson,tim,M,S0WI00114,S0WI00114
cand104310,2849952726,"westlake, david bond iv",westlake,david bond,M,S0WI00163,S0WI00163
cand104311,4271466315,"wall, terrence r",wall,terrence r,M,S0WI00171,S0WI00171
cand104312,3198119288,"leinenkugel, richard jon",leinenkugel,richard jon,M,S0WI00189,S0WI00189
cand104319,NA,"whelan, francis joseph",whelan,francis joseph,M,S0WV00066,S0WV00066
cand104321,NA,"gallaher, david t",gallaher,david t,M,S0WV00082,S0WV00082
cand104322,NA,"hechler, ken",hechler,ken,M,S0WV00108,S0WV00108
cand104326,NA,"williams, scott h",williams,scott h,M,S0WV00140,S0WV00140
cand104329,NA,"warner, andrew mccoy",warner,andrew mccoy,M,S0WV00173,S0WV00173
cand104340,3820448712,"logan, melvin d",logan,melvin d,M,S0WY00087,S0WY00087
cand104349,NA,"sykes, james l",sykes,james l,M,S2AK00093,S2AK00093
cand104356,NA,"mcphillips, julian l jr",mcphillips,julian l,M,S2AL00061,S2AL00061
cand104357,5e15,"parker, susan d",parker,susan d,F,S2AL00079,S2AL00079
cand104358,NA,"sowell, wayne",sowell,wayne,M,S2AL00087,S2AL00087
cand104362,NA,"throne holst, anna",throne holst,anna,F,H6NY01126,H6NY01126
cand104365,4804225451,"duggar, jim bob",duggar,jim bob,M,S2AR00065,S2AR00065
cand104380,4618031332,"hackbarth, bryan karl",hackbarth,bryan karl,M,S2AZ00166,S2AZ00166
cand104382,NA,"bivens, don",bivens,don,M,S2AZ00182,S2AZ00182
cand104383,27515350568,"cardon, wilford r",cardon,wilford r,M,S2AZ00190,S2AZ00190
cand104386,4672068151,"crowe, david",crowe,david,M,S2AZ00224,H2AZ03095
cand104387,NA,"carmona, richard",carmona,richard,M,S2AZ00232,S2AZ00232
cand104389,28725455135,"meyer, michael f",meyer,michael f,M,S2AZ00257,S2AZ00257
cand104398,33672717743,"slavens, john calvin",slavens,john calvin,M,H6TX03150,H6TX03150
cand1044,4317660060,"cao, anh joseph",cao,anh joseph,M,20917,H8LA02112
cand104419,NA,"davis, gray",davis,gray,M,S2CA00344,S2CA00344
cand104441,NA,"carroll, jerry leon",carroll,jerry leon,M,S2CA00591,S2CA00591
cand104445,500003e10,"taitz, orly",taitz,orly,F,S2CA00633,S2CA00633
cand104446,NA,"emken, elizabeth",emken,elizabeth,F,S2CA00641,S2CA00641
cand104448,NA,"boruff, john edward",boruff,john edward,M,S2CA00666,S2CA00666
cand104450,33056174431,"hughes, daniel j",hughes,daniel j,M,S2CA00682,S2CA00682
cand104452,5462850038,"levitt, david alex",levitt,david alex,M,S2CA00708,S2CA00708
cand104454,5352053951,"williams, rick",williams,rick,M,S2CA00724,S2CA00724
cand104455,NA,"strimling, michael s",strimling,michael s,M,S2CA00732,S2CA00732
cand104456,5171796067,"conlon, greg",conlon,greg,M,S2CA00740,H8CA12197
cand104473,NA,"stanley, richard eugene jr",stanley,richard eugene,M,S2CO00118,S2CO00118
cand104476,100036686,"brown, paul michael",brown,paul michael,M,H6TX32043,H6TX32043
cand104489,5e15,"bysiewicz, susan",bysiewicz,susan,F,S2CT00140,S2CT00140
cand104492,111195092,"lumaj, pjerin peter",lumaj,pjerin peter,U,S2CT00173,S2CT00173
cand104493,4634041132,"westby, kie",westby,kie,M,S2CT00181,S2CT00181
cand104494,2401722222,"mccoy, jason l",mccoy,jason l,M,S2CT00199,S2CT00199
cand1045,3068021786,"fleming, john calvin jr",fleming,john calvin,M,20918,H8LA04225
cand104502,5091353420,"wade, kevin lynn",wade,kevin lynn,M,S2DE00064,H0DE00134
cand104520,31576436910,"haridopolos, mike",haridopolos,mike,M,S2FL00193,S2FL00193
cand104521,3788182390,"mccalister, michael e",mccalister,michael e,M,S2FL00201,S2FL00201
cand104523,26772922248,"lemieux, george s",lemieux,george s,M,40911,S2FL00227
cand104526,4104320728,"hasner, adam",hasner,adam,M,S2FL00250,S2FL00250
cand104528,4632042276,"miller, craig s",miller,craig s,M,S2FL00276,H0FL24148
cand104531,500003e10,"stuart, marielena",stuart,marielena,F,S2FL00300,S2FL00300
cand104534,500003e10,"scott, elizabeth",scott,elizabeth,F,H6WA01170,H6WA01170
cand104543,3822473165,"irvin, bob",irvin,bob,M,S2GA00092,S2GA00092
cand104545,NA,"thomas, claude anderson",thomas,claude anderson,M,S2GA00134,S2GA00134
cand104556,NA,"lingle, linda",lingle,linda,F,S2HI00114,S2HI00114
cand104567,3822469644,"erhart, milton",erhart,milton,M,S2ID00038,ID13687
cand104570,NA,"blinken, alan john",blinken,alan john,M,S2ID00061,S2ID00061
cand104571,NA,"sneddon, d p",sneddon,d p,U,S2ID00079,S2ID00079
cand104582,29055815221,"oberweis, james d",oberweis,james d,M,S2IL00119,S2IL00119
cand104583,3094063676,"durkin, james b",durkin,james b,M,S2IL00127,S2IL00127
cand1046,29065825027,"cassidy, william bill",cassidy,william bill,M,20919,H8LA00017
cand104605,NA,"weinberg, lois combs",weinberg,lois combs,F,S2KY00061,S2KY00061
cand104612,29075799411,"blossman, jack a jr",blossman,jack a,M,S2LA00051,S2LA00051
cand104613,4021288587,"perkins, anthony richard",perkins,anthony richard,M,S2LA00069,S2LA00069
cand104614,5e15,"terrell, suzanne haik",terrell,suzanne haik,F,S2LA00077,S2LA00077
cand104627,NA,"cloud, michael",cloud,michael,M,S2MA00097,S2MA00097
cand104629,5372290147,"massie, robert kinloch",massie,robert kinloch,M,S2MA00113,S2MA00113
cand104631,3093036636,"warren, setti",warren,setti,U,S2MA00139,S2MA00139
cand104634,4067306249,"king, james coyne",king,james coyne,M,S2MA00162,S2MA00162
cand104635,500001e10,"warren, elizabeth",warren,elizabeth,F,41301,S2MA00170
cand104638,4143351846,"hogan, lawrence joseph",hogan,lawrence joseph,M,S2MD00024,md_1009614
cand104655,NA,"sobhani, s rob",sobhani,s rob,U,S2MD00198,S2MD00198
cand104674,4075308326,"douglas, richard james",douglas,richard james,M,S2MD00388,S2MD00388
cand104688,NA,"d amboise, laurence scott",damboise,laurence scott,M,S2ME00042,S2ME00042
cand104690,4657064923,"hinck, jon",hinck,jon,M,S2ME00067,S2ME00067
cand104691,2644852292,"dunlap, matthew gordon",dunlap,matthew gordon,M,S2ME00075,S2ME00075
cand104692,500001e10,"dill, cynthia ann",dill,cynthia ann,F,S2ME00083,S2ME00083
cand104693,NA,"pollard, justin benjamin",pollard,justin benjamin,M,S2ME00091,S2ME00091
cand104695,28248904737,"schneider, william joseph",schneider,william joseph,M,S2ME00117,S2ME00117
cand104696,4091302029,"bennett, richard a",bennett,richard a,M,S2ME00125,S2ME00125
cand104697,NA,"summers, charles edward jr",summers,charles edward,M,S2ME00133,S2ME00133
cand104698,NA,"plowman, debra d",plowman,debra d,F,S2ME00141,S2ME00141
cand1047,500001e10,"pingree, rochelle marie",pingree,rochelle marie,F,20920,S0ME00038
cand104700,30422469848,"woods, stephen m",woods,stephen m,M,S2ME00166,S2ME00166
cand104712,29065829371,"raczkowski, andrew edward",raczkowski,andrew edward,M,S2MI00128,S2MI00128
cand104717,34349590959,"hekman, randall john",hekman,randall john,M,S2MI00177,S2MI00177
cand104720,3275162666,"glenn, gary richard",glenn,gary richard,M,S2MI00219,S2MI00219
cand104722,NA,"mondale, walter f",mondale,walter f,M,S2MN00019,S2MN00019
cand104739,NA,"moore, james robert clark",moore,james robert clark,M,S2MN00191,S2MN00191
cand104742,27465272956,"severson, daniel mark doc",severson,daniel mark doc,M,S2MN00225,S2MN00225
cand104743,27364656968,"arwood, joe edward iii",arwood,joe edward,M,S2MN00233,S2MN00233
cand104744,27465263722,"hernandez, anthony john",hernandez,anthony john,M,S2MN00241,S2MN00241
cand104745,NA,"hegseth, pete",hegseth,pete,M,S2MN00258,S2MN00258
cand104746,3822459446,"bills, kurt patrick",bills,kurt patrick,M,S2MN00266,S2MN00266
cand104786,5e15,"steelman, sarah h",steelman,sarah h,F,S2MO00403,S2MO00403
cand104787,4611022869,"martin, ed",martin,ed,M,S2MO00411,S2MO00411
cand104788,29105835031,"brunner, john",brunner,john,M,S2MO00437,S2MO00437
cand1048,4101313214,"kratovil, frank",kratovil,frank,M,20921,H8MD01086
cand104805,3091021174,"taylor, michael a",taylor,michael a,M,S2MT00054,S2MT00054
cand104809,29065807545,"daines, steven",daines,steven,M,21338,S2MT00096
cand104810,2986003521,"teske, dennis r",teske,dennis r,M,S2MT00104,S2MT00104
cand104815,NA,"reeves, eric miller",reeves,eric miller,M,S2NC00067,S2NC00067
cand104816,5e15,"marshall, elaine folk",marshall,elaine folk,F,S2NC00075,S2NC00075
cand104817,3822456915,"blue, daniel jr",blue,daniel,M,S2NC00091,S2NC00091
cand104818,NA,"bowles, erskine b",bowles,erskine b,M,S2NC00109,S2NC00109
cand104819,NA,"parker, james edwin stone",parker,james edwin stone,M,S2NC00117,S2NC00117
cand104821,NA,"brown, cynthia denise",brown,cynthia denise,F,S2NC00133,S2NC00133
cand104822,NA,"snyder, james eugene jr",snyder,james eugene,M,S2NC00141,S2NC00141
cand104823,4488938099,"challa, venkata ramana",challa,venkata ramana,U,S2NC00158,S2NC00158
cand104826,NA,"fisher, ada m",fisher,ada m,F,S2NC00182,S2NC00182
cand104833,3925785543,"haugh, sean",haugh,sean,M,S2NC00257,S2NC00257
cand104840,NA,"potter, thomas allen",potter,thomas allen,M,S2ND00081,S2ND00081
cand104841,5e15,"heitkamp, heidi",heitkamp,heidi,F,41303,S2ND00099
cand104850,5e15,"fischer, debra s",fischer,debra s,F,41302,S2NE00094
cand104852,NA,"hassebrook, charles h",hassebrook,charles h,M,S2NE00110,S2NE00110
cand104882,3733280387,"cresitello, donald",cresitello,donald,M,S2NJ00114,S2NJ00114
cand104894,29055801965,"forrester, douglas r",forrester,douglas r,M,S2NJ00239,S2NJ00239
cand104895,5e15,"allen, diane b",allen,diane b,F,S2NJ00247,S2NJ00247
cand104896,NA,"gregg, guy r",gregg,guy r,M,S2NJ00254,S2NJ00254
cand104897,NA,"ray, robert william",ray,robert william,M,S2NJ00262,S2NJ00262
cand104898,NA,"glick, ted",glick,ted,M,S2NJ00270,S2NJ00270
cand104899,NA,"matheussen, john j",matheussen,john j,M,S2NJ00288,S2NJ00288
cand1049,4623034277,"schauer, mark hamilton",schauer,mark hamilton,M,20922,H8MI07096
cand104904,4656059148,"linker, ian s",linker,ian s,M,S2NJ00338,S2NJ00338
cand104909,3822473827,"kyrillos, joseph m jr",kyrillos,joseph m,M,S2NJ00387,S2NJ00387
cand104910,500003e10,"little, anna c",little,anna c,F,S2NJ00395,H0NJ06164
cand104911,106560355,"qarmout, bader george",qarmout,bader george,M,S2NJ00403,S2NJ00403
cand104912,2446742765,"del vecchio, kenneth",delvecchio,kenneth,M,S2NJ00411,S2NJ00411
cand104916,NA,"tristani, gloria",tristani,gloria,F,S2NM00047,S2NM00047
cand104918,4197397624,"sowards, greg",sowards,greg,M,S2NM00070,S2NM00070
cand104920,3820438826,"sanchez, john",sanchez,john,M,S2NM00104,S2NM00104
cand104922,NA,"ham, michael",ham,michael,M,S2NM00120,S2NM00120
cand104938,4691072915,"georgiou, byron",georgiou,byron,M,S2NV00175,S2NV00175
cand104939,4760168857,"ellsworth, barry a",ellsworth,barry a,M,S2NV00217,S2NV00217
cand104966,500004e10,"long, wendy",long,wendy,F,S2NY00259,S2NY00259
cand104967,4087302057,"carvin, joseph",carvin,joseph,M,S2NY00267,H2NY17139
cand104969,4824234783,"turner, robert l",turner,robert l,M,S2NY00283,S2NY00283
cand104971,3380177001,"edes, chris",edes,chris,U,S2NY00309,S2NY00309
cand104984,4684070119,"bliss, russell p jr rusty",bliss,russell p rusty,M,S2OH00162,S2OH00162
cand104985,3816415566,"mandel, josh",mandel,josh,M,S2OH00170,S2OH00170
cand104986,3816417387,"coughlin, kevin j",coughlin,kevin j,M,S2OH00188,S2OH00188
cand104991,104413992,"demare, joseph rosario",demare,joseph rosario,M,S2OH00238,S2OH00238
cand104997,27715543065,"haney, enoch kelly",haney,enoch kelly,M,S2OK00038,OK101501
cand1050,2593820789,"peters, gary",peters,gary,M,20923,H8MI09068
cand105002,NA,"boettcher, thomas dean",boettcher,thomas dean,M,S2OK00087,S2OK00087
cand105011,3069028185,"bradbury, bill",bradbury,bill,M,S2OR00085,S2OR00085
cand105033,27465255724,"vernon, john d",vernon,john d,M,S2PA00208,S2PA00208
cand105034,NA,"christian, david",christian,david,M,S2PA00216,S2PA00216
cand105035,NA,"smith, tom",smith,tom,M,S2PA00224,S2PA00224
cand105036,27545472112,"welch, steven d",welch,steven d,M,S2PA00232,S2PA00232
cand105037,4021307418,"burns, timothy raymond",burns,timothy raymond,M,S2PA00240,H0PA12090
cand105039,3818432572,"rohrer, samuel e",rohrer,samuel e,M,S2PA00265,S2PA00265
cand105046,NA,"hinckley, benjamin barrett iii barry",hinckley,benjamin barrett barry,M,S2RI00071,S2RI00071
cand105049,NA,"thompson, charles e",thompson,charles e,M,S2SC00020,S2SC00020
cand105052,4021302004,"sanders, alexander m jr",sanders,alexander m,M,S2SC00053,S2SC00053
cand105054,4105339981,"kocher, victor lee",kocher,victor lee,M,S2SC00079,S2SC00079
cand105077,NA,"poskevich, zachary scott",poskevich,zachary scott,M,S2TN00215,S2TN00215
cand105081,30223967030,"crowell, shaun e",crowell,shaun e,M,S2TN00256,S2TN00256
cand105082,3423176935,"overall, park",overall,park,M,S2TN00264,S2TN00264
cand105092,NA,"kirk, ronald",kirk,ronald,M,S2TX00130,S2TX00130
cand105095,3818434339,"deffenbaugh, doulgas gerard",deffenbaugh,doulgas gerard,M,S2TX00163,S2TX00163
cand1051,-8,"paulsen, erik",paulsen,erik,M,20924,H8MN03077
cand105105,5e15,"jones, elizabeth ames",jones,elizabeth ames,F,S2TX00262,S2TX00262
cand105106,4864245878,"williams, roger",williams,roger,M,S2TX00270,S2TX00270
cand105107,32775578146,"white, bill",white,bill,M,S2TX00288,S2TX00288
cand105109,4657058191,"hubbard, sean peter",hubbard,sean peter,M,S2TX00304,S2TX00304
cand105110,4672067819,"cruz, rafael edward ted",cruz,rafael edward ted,M,41304,P60006111
cand105111,NA,"addison, marshall glenn",addison,marshall glenn,M,S2TX00320,S2TX00320
cand105112,3288165919,"leppert, thomas c",leppert,thomas c,M,S2TX00338,S2TX00338
cand105114,2309655276,"sanchez, ricardo sauceda",sanchez,ricardo sauceda,M,S2TX00353,S2TX00353
cand105117,27545469744,"cleaver, curtis c",cleaver,curtis c,M,S2TX00387,S2TX00387
cand105119,NA,"allen, addie dainell",allen,addie dainell,F,S2TX00403,S2TX00403
cand105120,NA,"james, craig",james,craig,M,S2TX00411,S2TX00411
cand105121,NA,"sadler, paul lindsey",sadler,paul lindsey,M,S2TX00429,S2TX00429
cand105129,NA,"myers, john jay",myers,john jay,M,S2TX00502,S2TX00502
cand105149,26571907861,"liljenquist, dan",liljenquist,dan,M,S2UT00195,S2UT00195
cand105151,4739144191,"herrod, christopher niles",herrod,christopher niles,M,S2UT00211,S2UT00211
cand105164,NA,"hornberger, jacob g jr",hornberger,jacob g,M,S2VA00100,S2VA00100
